frame_idx,marker_id,x,y,z,timestamp
1,LE,-3.7454,0.9387,6.0305,0.0333
1,LE,-3.0396,1.0835,6.5622,0.0333
1,LE,-2.318,1.1815,6.9578,0.0333
1,LE,-1.6207,1.2459,7.1979,0.0333
1,LE,-0.9232,1.2756,7.2728,0.0333
1,LE,-0.2305,1.3046,7.3346,0.0333
1,LE,0.0015,1.3022,7.3397,0.0333
1,LE,0.2431,1.3092,7.3147,0.0333
1,LE,0.9428,1.2839,7.2172,0.0333
1,LE,1.6299,1.2479,7.0939,0.0333
1,LE,2.3413,1.1778,6.8099,0.0333
1,LE,3.0283,1.0836,6.3653,0.0333
1,LE,3.6732,0.9483,5.809,0.0333
2,0,-3.0054,-1.1815,6.5334,0.0667
2,0,-3.2604,0.3861,6.5431,0.0667
2,0,-3.2502,0.669,6.5634,0.0667
2,0,-3.0423,0.8822,6.716,0.0667
2,0,-3.2119,0.9948,6.5033,0.0667
2,0,-2.9745,1.0864,6.6152,0.0667
2,1,-2.1199,-1.2495,6.9541,0.0667
2,1,-2.3524,0.3898,7.0995,0.0667
2,1,-2.3713,0.7741,7.1217,0.0667
2,1,-2.3571,0.9304,7.1116,0.0667
2,1,-2.4988,1.1207,6.9807,0.0667
2,1,-2.0549,1.2046,7.0185,0.0667
2,2,-1.1292,-1.2691,7.2461,0.0667
2,2,-1.105,0.2006,7.4392,0.0667
2,2,-1.3827,0.8013,7.4626,0.0667
2,2,-1.2937,1.0514,7.4612,0.0667
2,2,-1.5908,1.2298,7.251,0.0667
2,2,-1.1361,1.2736,7.2953,0.0667
2,3,-0.6106,-1.3115,7.2124,0.0667
2,3,-0.5875,0.1934,7.4192,0.0667
2,3,-0.2396,0.8024,7.5338,0.0667
2,3,-0.5413,1.0331,7.4707,0.0667
2,3,-0.1953,1.2258,7.4417,0.0667
2,3,-0.1915,1.3,7.3312,0.0667
2,4,0.6264,-1.3046,7.174,0.0667
2,4,0.6098,0.2001,7.3875,0.0667
2,4,0.2749,0.7904,7.5269,0.0667
2,4,0.5692,1.0433,7.4345,0.0667
2,4,0.22,1.2352,7.4324,0.0667
2,4,0.2164,1.303,7.3233,0.0667
2,5,1.1554,-1.2676,7.1717,0.0667
2,5,1.1306,0.2056,7.3605,0.0667
2,5,1.3949,0.8022,7.3746,0.0667
2,5,1.3079,1.0567,7.3824,0.0667
2,5,1.6047,1.2298,7.1452,0.0667
2,5,1.154,1.276,7.2166,0.0667
2,6,2.0518,-1.2496,6.8376,0.0667
2,6,2.1236,0.4779,7.0398,0.0667
2,6,2.5301,0.8526,6.9093,0.0667
2,6,2.3497,0.9727,6.9539,0.0667
2,6,2.1445,1.1317,6.9438,0.0667
2,6,2.0367,1.2102,6.9108,0.0667
2,7,2.9866,-1.1667,6.3223,0.0667
2,7,3.2314,0.3882,6.3272,0.0667
2,7,3.2284,0.6715,6.3418,0.0667
2,7,3.2094,0.8885,6.3253,0.0667
2,7,3.3955,1.0068,6.0737,0.0667
2,7,2.9634,1.0965,6.4168,0.0667
2,LE,-3.7497,0.9435,6.0269,0.0667
2,LE,-3.0457,1.0839,6.5639,0.0667
2,LE,-2.3116,1.1773,6.9666,0.0667
2,LE,-1.6118,1.2391,7.1917,0.0667
2,LE,-0.9205,1.2825,7.28,0.0667
2,LE,-0.2326,1.3074,7.3312,0.0667
2,LE,0.0109,1.3096,7.3382,0.0667
2,LE,0.2457,1.3005,7.317,0.0667
2,LE,0.9332,1.2885,7.2121,0.0667
2,LE,1.6301,1.2381,7.0875,0.0667
2,LE,2.3325,1.1802,6.8055,0.0667
2,LE,3.0254,1.0853,6.3503,0.0667
2,LE,3.6727,0.9515,5.7904,0.0667
3,0,-2.9981,-1.1767,6.5244,0.1
3,0,-3.2617,0.394,6.5316,0.1
3,0,-3.2542,0.6624,6.5523,0.1
3,0,-3.0564,0.8787,6.7205,0.1
3,0,-3.2164,0.9968,6.4964,0.1
3,0,-2.9759,1.0954,6.6174,0.1
3,1,-2.115,-1.2452,6.9451,0.1
3,1,-2.3601,0.3867,7.1035,0.1
3,1,-2.3658,0.7728,7.1165,0.1
3,1,-2.3538,0.9308,7.1093,0.1
3,1,-2.5007,1.1088,6.9735,0.1
3,1,-2.0536,1.1997,7.0216,0.1
3,2,-1.1232,-1.2738,7.234,0.1
3,2,-1.1026,0.2053,7.4297,0.1
3,2,-1.3738,0.8112,7.4626,0.1
3,2,-1.2896,1.05,7.4578,0.1
3,2,-1.5868,1.2281,7.2414,0.1
3,2,-1.1397,1.2698,7.2976,0.1
3,3,-0.6122,-1.3118,7.2102,0.1
3,3,-0.5779,0.1968,7.4126,0.1
3,3,-0.2401,0.7893,7.541,0.1
3,3,-0.5484,1.037,7.4674,0.1
3,3,-0.1997,1.2343,7.4412,0.1
3,3,-0.1916,1.3066,7.3362,0.1
3,4,0.6306,-1.3054,7.164,0.1
3,4,0.6113,0.1955,7.3778,0.1
3,4,0.2824,0.7904,7.513,0.1
3,4,0.5775,1.0479,7.4317,0.1
3,4,0.2131,1.2311,7.4252,0.1
3,4,0.2074,1.2972,7.3269,0.1
3,5,1.1548,-1.27,7.1636,0.1
3,5,1.14,0.2044,7.3583,0.1
3,5,1.4016,0.8125,7.3692,0.1
3,5,1.311,1.0558,7.3803,0.1
3,5,1.5996,1.2408,7.1372,0.1
3,5,1.1581,1.2784,7.212,0.1
3,6,2.0507,-1.2415,6.8189,0.1
3,6,2.1216,0.4791,7.0186,0.1
3,6,2.5274,0.8485,6.8941,0.1
3,6,2.3406,0.9766,6.9459,0.1
3,6,2.1368,1.1347,6.9433,0.1
3,6,2.0305,1.2022,6.9085,0.1
3,7,2.9877,-1.1546,6.3071,0.1
3,7,3.2267,0.3994,6.3178,0.1
3,7,3.2361,0.687,6.3212,0.1
3,7,3.2012,0.894,6.3224,0.1
3,7,3.4092,1.0127,6.0492,0.1
3,7,2.9604,1.1018,6.409,0.1
3,LE,-3.7508,0.9428,6.0175,0.1
3,LE,-3.0543,1.0767,6.5565,0.1
3,LE,-2.3153,1.1833,6.9623,0.1
3,LE,-1.6228,1.2411,7.2013,0.1
3,LE,-0.93,1.2781,7.2793,0.1
3,LE,-0.2318,1.3029,7.3332,0.1
3,LE,0.0127,1.298,7.3419,0.1
3,LE,0.2487,1.2965,7.3109,0.1
3,LE,0.9423,1.2844,7.2104,0.1
3,LE,1.625,1.2529,7.0793,0.1
3,LE,2.3323,1.182,6.8046,0.1
3,LE,3.0244,1.0937,6.3362,0.1
3,LE,3.6617,0.9641,5.7726,0.1
4,0,-2.9969,-1.179,6.5129,0.1333
4,0,-3.2614,0.3888,6.5294,0.1333
4,0,-3.2588,0.6562,6.5558,0.1333
4,0,-3.0464,0.8774,6.7103,0.1333
4,0,-3.2168,1.0003,6.5033,0.1333
4,0,-2.9772,1.0906,6.6124,0.1333
4,1,-2.1112,-1.2496,6.9323,0.1333
4,1,-2.3461,0.3924,7.1043,0.1333
4,1,-2.3661,0.7737,7.1236,0.1333
4,1,-2.3576,0.929,7.1121,0.1333
4,1,-2.4994,1.1196,6.979,0.1333
4,1,-2.0599,1.2031,7.0175,0.1333
4,2,-1.1351,-1.2638,7.2377,0.1333
4,2,-1.0976,0.1977,7.4386,0.1333
4,2,-1.3747,0.8023,7.4655,0.1333
4,2,-1.2831,1.0495,7.4562,0.1333
4,2,-1.5906,1.225,7.2576,0.1333
4,2,-1.1384,1.2704,7.296,0.1333
4,3,-0.6081,-1.3111,7.1971,0.1333
4,3,-0.5809,0.1902,7.4131,0.1333
4,3,-0.2398,0.7929,7.5336,0.1333
4,3,-0.543,1.0372,7.4766,0.1333
4,3,-0.1904,1.2299,7.4391,0.1333
4,3,-0.1935,1.3009,7.3419,0.1333
4,4,0.6372,-1.3023,7.1578,0.1333
4,4,0.6054,0.1954,7.3775,0.1333
4,4,0.2769,0.7906,7.5237,0.1333
4,4,0.5695,1.034,7.4349,0.1333
4,4,0.2195,1.232,7.4292,0.1333
4,4,0.2037,1.2987,7.3324,0.1333
4,5,1.1496,-1.2723,7.1439,0.1333
4,5,1.133,0.2033,7.355,0.1333
4,5,1.4078,0.7989,7.3749,0.1333
4,5,1.3172,1.0523,7.3697,0.1333
4,5,1.5973,1.2311,7.1382,0.1333
4,5,1.1615,1.2845,7.2138,0.1333
4,6,2.0582,-1.2442,6.8143,0.1333
4,6,2.1281,0.4809,7.0165,0.1333
4,6,2.541,0.8542,6.8902,0.1333
4,6,2.3505,0.9749,6.9396,0.1333
4,6,2.1502,1.1333,6.9384,0.1333
4,6,2.0328,1.2105,6.9028,0.1333
4,7,2.9771,-1.157,6.2838,0.1333
4,7,3.2167,0.4044,6.3011,0.1333
4,7,3.2281,0.6898,6.3051,0.1333
4,7,3.1984,0.8981,6.3073,0.1333
4,7,3.4001,1.0161,6.0411,0.1333
4,7,2.9568,1.0992,6.3879,0.1333
4,LE,-3.7402,0.9466,6.0143,0.1333
4,LE,-3.0448,1.0813,6.5616,0.1333
4,LE,-2.3192,1.173,6.9592,0.1333
4,LE,-1.6179,1.2446,7.1973,0.1333
4,LE,-0.9363,1.2734,7.2763,0.1333
4,LE,-0.2331,1.2973,7.3359,0.1333
4,LE,0.0087,1.3052,7.3415,0.1333
4,LE,0.2462,1.3023,7.3129,0.1333
4,LE,0.9411,1.2861,7.2142,0.1333
4,LE,1.6316,1.2466,7.0945,0.1333
4,LE,2.3364,1.1828,6.7934,0.1333
4,LE,3.0162,1.0919,6.3324,0.1333
4,LE,3.6629,0.9666,5.7614,0.1333
5,0,-2.9928,-1.1724,6.5037,0.1667
5,0,-3.2558,0.3781,6.5193,0.1667
5,0,-3.2552,0.6654,6.5449,0.1667
5,0,-3.0516,0.8883,6.714,0.1667
5,0,-3.2151,0.9957,6.4931,0.1667
5,0,-2.979,1.0936,6.6186,0.1667
5,1,-2.1035,-1.2481,6.9309,0.1667
5,1,-2.3588,0.3833,7.1009,0.1667
5,1,-2.3591,0.7694,7.1232,0.1667
5,1,-2.3576,0.9271,7.11,0.1667
5,1,-2.504,1.1171,6.9655,0.1667
5,1,-2.0515,1.1869,7.0138,0.1667
5,2,-1.127,-1.2701,7.2195,0.1667
5,2,-1.1055,0.2,7.43,0.1667
5,2,-1.3658,0.799,7.4721,0.1667
5,2,-1.2783,1.0474,7.459,0.1667
5,2,-1.5912,1.2234,7.2468,0.1667
5,2,-1.1433,1.2657,7.3011,0.1667
5,3,-0.6069,-1.3125,7.1944,0.1667
5,3,-0.5788,0.1939,7.4128,0.1667
5,3,-0.2455,0.7937,7.5398,0.1667
5,3,-0.5481,1.033,7.4759,0.1667
5,3,-0.2005,1.229,7.4476,0.1667
5,3,-0.1876,1.3007,7.3372,0.1667
5,4,0.6348,-1.308,7.1483,0.1667
5,4,0.6147,0.2017,7.3811,0.1667
5,4,0.2836,0.7908,7.5242,0.1667
5,4,0.5751,1.0358,7.4345,0.1667
5,4,0.2246,1.2294,7.4268,0.1667
5,4,0.2066,1.3022,7.3286,0.1667
5,5,1.1571,-1.261,7.1405,0.1667
5,5,1.1369,0.2041,7.3465,0.1667
5,5,1.4095,0.8071,7.3638,0.1667
5,5,1.3074,1.0523,7.3698,0.1667
5,5,1.5992,1.2338,7.1399,0.1667
5,5,1.1572,1.2783,7.2164,0.1667
5,6,2.0537,-1.2508,6.7931,0.1667
5,6,2.1199,0.4819,7.0081,0.1667
5,6,2.532,0.8576,6.8862,0.1667
5,6,2.3443,0.98,6.9332,0.1667
5,6,2.1461,1.1387,6.9304,0.1667
5,6,2.0353,1.2135,6.8934,0.1667
5,7,2.9872,-1.1524,6.2707,0.1667
5,7,3.2169,0.4058,6.2853,0.1667
5,7,3.2303,0.6872,6.2998,0.1667
5,7,3.1922,0.9042,6.2964,0.1667
5,7,3.4046,1.0203,6.0316,0.1667
5,7,2.9546,1.1125,6.387,0.1667
5,LE,-3.7367,0.9484,6.0148,0.1667
5,LE,-3.0462,1.0848,6.5529,0.1667
5,LE,-2.3153,1.1722,6.9657,0.1667
5,LE,-1.6136,1.2377,7.2001,0.1667
5,LE,-0.931,1.2778,7.2759,0.1667
5,LE,-0.2346,1.2986,7.3435,0.1667
5,LE,0.0212,1.2974,7.3522,0.1667
5,LE,0.2506,1.2988,7.3226,0.1667
5,LE,0.9398,1.2859,7.2135,0.1667
5,LE,1.6195,1.2437,7.0868,0.1667
5,LE,2.3351,1.1877,6.7877,0.1667
5,LE,3.0209,1.1,6.3185,0.1667
5,LE,3.66,0.9823,5.745,0.1667
6,0,-2.9919,-1.173,6.4961,0.2
6,0,-3.2579,0.3879,6.5171,0.2
6,0,-3.2554,0.6676,6.5373,0.2
6,0,-3.0538,0.8854,6.715,0.2
6,0,-3.2102,0.9955,6.485,0.2
6,0,-2.9798,1.092,6.6123,0.2
6,1,-2.1044,-1.2517,6.9222,0.2
6,1,-2.358,0.3838,7.0946,0.2
6,1,-2.3656,0.7659,7.1177,0.2
6,1,-2.3609,0.9277,7.1077,0.2
6,1,-2.5038,1.106,6.9732,0.2
6,1,-2.0544,1.1976,7.0272,0.2
6,2,-1.1283,-1.2683,7.218,0.2
6,2,-1.1021,0.192,7.4306,0.2
6,2,-1.368,0.7873,7.463,0.2
6,2,-1.2871,1.0446,7.4673,0.2
6,2,-1.5892,1.2202,7.2582,0.2
6,2,-1.1384,1.2677,7.3037,0.2
6,3,-0.6046,-1.3146,7.1911,0.2
6,3,-0.5787,0.1896,7.4214,0.2
6,3,-0.2507,0.7816,7.5374,0.2
6,3,-0.5437,1.0283,7.4697,0.2
6,3,-0.1982,1.223,7.4567,0.2
6,3,-0.182,1.2953,7.3438,0.2
6,4,0.6303,-1.3146,7.1417,0.2
6,4,0.6082,0.1945,7.3649,0.2
6,4,0.276,0.7902,7.5243,0.2
6,4,0.5742,1.0289,7.4377,0.2
6,4,0.2184,1.2308,7.4314,0.2
6,4,0.2029,1.2974,7.3319,0.2
6,5,1.1596,-1.264,7.139,0.2
6,5,1.1389,0.2011,7.3505,0.2
6,5,1.4122,0.8166,7.3628,0.2
6,5,1.3085,1.0618,7.3638,0.2
6,5,1.5949,1.2338,7.1372,0.2
6,5,1.1555,1.2745,7.2118,0.2
6,6,2.049,-1.2438,6.7912,0.2
6,6,2.13,0.4866,6.9994,0.2
6,6,2.5266,0.852,6.8674,0.2
6,6,2.3403,0.9726,6.9203,0.2
6,6,2.1408,1.1417,6.9278,0.2
6,6,2.0366,1.2141,6.8965,0.2
6,7,2.9782,-1.1486,6.2562,0.2
6,7,3.2151,0.4161,6.2767,0.2
6,7,3.2232,0.6911,6.2812,0.2
6,7,3.1947,0.9109,6.2816,0.2
6,7,3.3909,1.0337,6.0162,0.2
6,7,2.9578,1.1201,6.3736,0.2
6,LE,-3.7302,0.9483,6.0076,0.2
6,LE,-3.0438,1.0785,6.546,0.2
6,LE,-2.316,1.1691,6.968,0.2
6,LE,-1.6137,1.2332,7.204,0.2
6,LE,-0.9297,1.2746,7.2879,0.2
6,LE,-0.2311,1.3033,7.3387,0.2
6,LE,0.014,1.299,7.3518,0.2
6,LE,0.2479,1.2983,7.3223,0.2
6,LE,0.9363,1.288,7.2181,0.2
6,LE,1.6273,1.2568,7.088,0.2
6,LE,2.3337,1.1939,6.7798,0.2
6,LE,3.015,1.1012,6.3182,0.2
6,LE,3.6511,0.9819,5.7338,0.2
7,0,-3.0029,-1.1859,6.485,0.2333
7,0,-3.2593,0.3865,6.5045,0.2333
7,0,-3.2505,0.6727,6.5417,0.2333
7,0,-3.0498,0.8778,6.7072,0.2333
7,0,-3.2242,0.9977,6.49,0.2333
7,0,-2.9849,1.0886,6.6055,0.2333
7,1,-2.1117,-1.2509,6.9048,0.2333
7,1,-2.3515,0.3834,7.091,0.2333
7,1,-2.3727,0.7611,7.1222,0.2333
7,1,-2.3711,0.9176,7.1027,0.2333
7,1,-2.4998,1.1105,6.9781,0.2333
7,1,-2.0514,1.2064,7.0219,0.2333
7,2,-1.1249,-1.2807,7.2161,0.2333
7,2,-1.1049,0.188,7.4292,0.2333
7,2,-1.3811,0.7951,7.4754,0.2333
7,2,-1.2839,1.0359,7.4655,0.2333
7,2,-1.5884,1.2125,7.2516,0.2333
7,2,-1.1393,1.2664,7.3039,0.2333
7,3,-0.597,-1.3115,7.1845,0.2333
7,3,-0.5677,0.187,7.4111,0.2333
7,3,-0.2387,0.7871,7.5406,0.2333
7,3,-0.5463,1.0366,7.4786,0.2333
7,3,-0.197,1.2285,7.4485,0.2333
7,3,-0.1902,1.2979,7.3424,0.2333
7,4,0.6377,-1.2994,7.1363,0.2333
7,4,0.6115,0.1919,7.367,0.2333
7,4,0.2786,0.7864,7.5265,0.2333
7,4,0.566,1.0365,7.4331,0.2333
7,4,0.2233,1.2224,7.4383,0.2333
7,4,0.2134,1.3015,7.3263,0.2333
7,5,1.1619,-1.2615,7.1174,0.2333
7,5,1.1358,0.2031,7.3458,0.2333
7,5,1.4059,0.8095,7.371,0.2333
7,5,1.3176,1.044,7.3653,0.2333
7,5,1.5995,1.2293,7.134,0.2333
7,5,1.161,1.2727,7.2155,0.2333
7,6,2.0487,-1.2409,6.7759,0.2333
7,6,2.1267,0.4863,6.9873,0.2333
7,6,2.5342,0.8593,6.8701,0.2333
7,6,2.3477,0.9759,6.9281,0.2333
7,6,2.1438,1.1372,6.9216,0.2333
7,6,2.0285,1.2169,6.8908,0.2333
7,7,2.983,-1.1462,6.2388,0.2333
7,7,3.2132,0.4274,6.2556,0.2333
7,7,3.2278,0.7057,6.2709,0.2333
7,7,3.2005,0.9181,6.278,0.2333
7,7,3.3868,1.0362,6.0013,0.2333
7,7,2.9506,1.1246,6.3697,0.2333
7,LE,-3.739,0.9552,6.0018,0.2333
7,LE,-3.0411,1.0831,6.55,0.2333
7,LE,-2.3193,1.1707,6.9579,0.2333
7,LE,-1.6191,1.2345,7.2028,0.2333
7,LE,-0.9388,1.2707,7.2918,0.2333
7,LE,-0.2337,1.2965,7.3374,0.2333
7,LE,0.0158,1.2968,7.3519,0.2333
7,LE,0.2591,1.3036,7.3234,0.2333
7,LE,0.9373,1.2839,7.2179,0.2333
7,LE,1.6243,1.2498,7.0862,0.2333
7,LE,2.3338,1.2038,6.7776,0.2333
7,LE,3.0193,1.1094,6.3066,0.2333
7,LE,3.6414,0.9862,5.7173,0.2333
8,0,-2.9887,-1.1775,6.4673,0.2667
8,0,-3.2642,0.3797,6.4976,0.2667
8,0,-3.2494,0.669,6.5342,0.2667
8,0,-3.0593,0.8782,6.7055,0.2667
8,0,-3.2069,0.9909,6.4822,0.2667
8,0,-2.9716,1.0928,6.6106,0.2667
8,1,-2.1063,-1.2506,6.9089,0.2667
8,1,-2.3571,0.3823,7.0841,0.2667
8,1,-2.3616,0.7642,7.1136,0.2667
8,1,-2.3603,0.9149,7.1026,0.2667
8,1,-2.5047,1.1075,6.9775,0.2667
8,1,-2.0586,1.2008,7.0189,0.2667
8,2,-1.1275,-1.2786,7.2104,0.2667
8,2,-1.1001,0.1873,7.43,0.2667
8,2,-1.3833,0.7917,7.4801,0.2667
8,2,-1.2847,1.0402,7.4697,0.2667
8,2,-1.5881,1.2103,7.2509,0.2667
8,2,-1.1422,1.2608,7.3098,0.2667
8,3,-0.6044,-1.322,7.1706,0.2667
8,3,-0.589,0.1852,7.4123,0.2667
8,3,-0.2417,0.7877,7.5481,0.2667
8,3,-0.5427,1.0169,7.4814,0.2667
8,3,-0.1918,1.2244,7.4549,0.2667
8,3,-0.1939,1.3024,7.346,0.2667
8,4,0.6407,-1.3138,7.123,0.2667
8,4,0.62,0.1921,7.3695,0.2667
8,4,0.2812,0.786,7.5283,0.2667
8,4,0.5725,1.0248,7.4318,0.2667
8,4,0.2242,1.2272,7.4283,0.2667
8,4,0.2056,1.2943,7.3328,0.2667
8,5,1.1545,-1.2653,7.1122,0.2667
8,5,1.1399,0.2045,7.3392,0.2667
8,5,1.4043,0.8086,7.3593,0.2667
8,5,1.3086,1.0513,7.3626,0.2667
8,5,1.5955,1.2375,7.1348,0.2667
8,5,1.1497,1.2772,7.2131,0.2667
8,6,2.0543,-1.2361,6.7523,0.2667
8,6,2.1239,0.486,6.9926,0.2667
8,6,2.5174,0.8604,6.8687,0.2667
8,6,2.3444,0.9856,6.915,0.2667
8,6,2.1441,1.1332,6.91,0.2667
8,6,2.0339,1.2118,6.8844,0.2667
8,7,2.9734,-1.1472,6.22,0.2667
8,7,3.2095,0.4246,6.2515,0.2667
8,7,3.2214,0.7058,6.2694,0.2667
8,7,3.1846,0.9185,6.2683,0.2667
8,7,3.3879,1.037,5.9898,0.2667
8,7,2.9521,1.1251,6.3615,0.2667
8,LE,-3.7348,0.9519,5.9942,0.2667
8,LE,-3.0445,1.0798,6.5494,0.2667
8,LE,-2.3185,1.1752,6.9765,0.2667
8,LE,-1.6275,1.2345,7.2033,0.2667
8,LE,-0.9249,1.2744,7.2928,0.2667
8,LE,-0.2264,1.2946,7.3498,0.2667
8,LE,0.0007,1.3026,7.3544,0.2667
8,LE,0.2541,1.2917,7.323,0.2667
8,LE,0.9402,1.285,7.2173,0.2667
8,LE,1.6289,1.2451,7.0824,0.2667
8,LE,2.3333,1.1961,6.7665,0.2667
8,LE,3.0115,1.1027,6.2967,0.2667
8,LE,3.6331,0.9966,5.7021,0.2667
9,0,-2.9865,-1.1782,6.4605,0.3
9,0,-3.2601,0.3905,6.502,0.3
9,0,-3.2508,0.6634,6.5242,0.3
9,0,-3.0485,0.8713,6.7067,0.3
9,0,-3.2143,1.0063,6.4768,0.3
9,0,-2.9786,1.098,6.6116,0.3
9,1,-2.1085,-1.2519,6.8986,0.3
9,1,-2.3526,0.3745,7.087,0.3
9,1,-2.3694,0.7624,7.1169,0.3
9,1,-2.3613,0.9093,7.1103,0.3
9,1,-2.502,1.1078,6.9748,0.3
9,1,-2.0603,1.1926,7.0225,0.3
9,2,-1.1192,-1.2799,7.2016,0.3
9,2,-1.1032,0.1872,7.4262,0.3
9,2,-1.3714,0.7874,7.4664,0.3
9,2,-1.2909,1.0356,7.464,0.3
9,2,-1.5904,1.2147,7.2689,0.3
9,2,-1.1502,1.2629,7.3023,0.3
9,3,-0.6039,-1.3146,7.1602,0.3
9,3,-0.5765,0.1921,7.41,0.3
9,3,-0.2385,0.7855,7.5433,0.3
9,3,-0.5442,1.0145,7.483,0.3
9,3,-0.1944,1.2176,7.4535,0.3
9,3,-0.1916,1.291,7.3545,0.3
9,4,0.6337,-1.3029,7.1137,0.3
9,4,0.6121,0.2,7.3681,0.3
9,4,0.2812,0.7811,7.5208,0.3
